codigo;descricao
S040;TRAUMATISMO DO NERVO E DAS VIAS OPTICAS
S041;TRAUMATISMO DO NERVO OCULOMOTOR
S042;TRAUMATISMO DO NERVO TROCLEAR
S043;TRAUMATISMO DO NERVO TRIGEMEO
S044;TRAUMATISMO DO NERVO ABDUCENTE
S045;TRAUMATISMO DO NERVO FACIAL
S046;TRAUMATISMO DO NERVO ACUSTICO
S047;TRAUMATISMO DO NERVO ACESSORIO
S048;TRAUMATISMO DE OUTROS NERVOS CRANIANOS
S049;TRAUMATISMO DE NERVO CRANIANO NAO ESPECIFICADO
S050;TRAUMATISMO DA CONJUNTIVA E ABRASAO DA CORNEA SEM MENCAO DE CORPO ESTRANHO
S051;CONTUSAO DO GLOBO OCULAR E DOS TECIDOS DA ORBITA
S052;LACERACAO E RUPTURA OCULAR COM PROLAPSO OU PERDA DE TECIDO INTRA-OCULAR
S053;LACERACAO OCULAR SEM PROLAPSO OU PERDA DE TECIDO INTRA-OCULAR
S054;FERIMENTO PENETRANTE DA ORBITA COM OU SEM CORPO ESTRANHO
S055;FERIMENTO PENETRANTE DO GLOBO OCULAR COM CORPO ESTRANHO
S056;FERIMENTO PENETRANTE DO GLOBO OCULAR SEM CORPO ESTRANHO
S057;AVULSAO DO OLHO
S058;OUTROS TRAUMATISMOS DO OLHO E DA ORBITA
S059;TRAUMATISMO DO OLHO E DA ORBITA, NAO ESPECIFICADO
S060;CONCUSSAO CEREBRAL
S061;EDEMA CEREBRAL TRAUMATICO
S062;TRAUMATISMO CEREBRAL DIFUSO
S063;TRAUMATISMO CEREBRAL FOCAL
S064;HEMORRAGIA EPIDURAL
S065;HEMORRAGIA SUBDURAL DEVIDA A TRAUMATISMO
S066;HEMORRAGIA SUBARACNOIDE DEVIDA A TRAUMATISMO
S067;TRAUMATISMO INTRACRANIANO COM COMA PROLONGADO
S068;OUTROS TRAUMATISMOS INTRACRANIANOS
S069;TRAUMATISMO INTRACRANIANO, NAO ESPECIFICADO
S070;LESAO POR ESMAGAMENTO DA FACE
S071;LESAO POR ESMAGAMENTO DO CRANIO
S078;LESAO POR ESMAGAMENTO DE OUTRAS PARTES DA CABECA
S079;LESAO POR ESMAGAMENTO DA CABECA, PARTE NAO ESPECIFICADA
S080;AVULSAO DO COURO CABELUDO
S081;AMPUTACAO TRAUMATICA DA ORELHA
S088;AMPUTACAO TRAUMATICA DE OUTRAS PARTES DA CABECA
S089;AMPUTACAO TRAUMATICA DE PARTE NAO ESPECIFICADA DA CABECA
S090;TRAUMATISMO DOS VASOS SANGUINEOS DA CABECA NAO CLASSIFICADOS EM OUTRA PARTE
S091;TRAUMATISMO DOS MUSCULOS E DOS TENDOES DA CABECA
S092;RUPTURA TRAUMATICA DO TIMPANO
S097;TRAUMATISMOS MULTIPLOS DA CABECA
S098;OUTROS TRAUMATISMOS ESPECIFICADOS DA CABECA
S099;TRAUMATISMO NAO ESPECIFICADO DA CABECA
S100;CONTUSAO DA GARGANTA
S101;OUTROS TRAUMATISMOS SUPERFICIAIS DA GARGANTA E OS NAO ESPECIFICADOS
S107;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO PESCOCO
S108;TRAUMATISMO SUPERFICIAL DE OUTRAS LOCALIZACOES DO PESCOCO
S109;TRAUMATISMO SUPERFICIAL DO PESCOCO, PARTE NAO ESPECIFICADA
S110;FERIMENTO ENVOLVENDO A LARINGE E A TRAQUEIA
S111;FERIMENTO DA GLANDULA TIREOIDE
S112;FERIMENTO ENVOLVENDO A FARINGE E O ESOFAGO CERVICAL
S117;FERIMENTOS MULTIPLOS DO PESCOCO
S118;FERIMENTOS DE OUTRAS PARTES DO PESCOCO
S119;FERIMENTOS DO PESCOCO, PARTE NAO ESPECIFICADA
S120;FRATURA DA PRIMEIRA VERTEBRA CERVICAL
S121;FRATURA DA SEGUNDA VERTEBRA CERVICAL
S122;FRATURA DE OUTRAS VERTEBRAS CERVICAIS ESPECIFICADAS
S127;FRATURAS MULTIPLAS DA COLUNA CERVICAL
S128;FRATURA DE OUTRAS PARTES DO PESCOCO
S129;FRATURA DO PESCOCO, PARTE NAO ESPECIFICADA
S130;RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL CERVICAL
S131;LUXACAO DE VERTEBRA CERVICAL
S132;LUXACAO DE OUTRAS PARTES DO PESCOCO E DAS NAO ESPECIFICADAS
S133;LUXACOES MULTIPLAS DO PESCOCO
S134;DISTENSAO E ENTORSE DA COLUNA CERVICAL
S135;DISTENSAO E ENTORSE DA REGIAO TIREOIDIANA
S136;DISTENSAO E ENTORSE DE ARTICULACOES E DE LIGAMENTOS DE OUTRAS LOCALIZACOES E DAS NAO ESPECIFICADAS DO PESCOCO
S140;CONCUSSAO E EDEMA DA MEDULA CERVICAL
S141;OUTROS TRAUMATISMOS E OS NAO ESPECIFICADOS DA MEDULA CERVICAL
S142;TRAUMATISMO DA RAIZ NERVOSA DA COLUNA CERVICAL
S143;TRAUMATISMO DO PLEXO BRAQUIAL
S144;TRAUMATISMO DOS NERVOS PERIFERICOS DO PESCOCO
S145;TRAUMATISMO DOS NERVOS SIMPATICOS DO PESCOCO
S146;TRAUMATISMO DE OUTROS NERVOS E DOS NAO ESPECIFICADOS DO PESCOCO
S150;TRAUMATISMO DA ARTERIA CAROTIDA
S151;TRAUMATISMO DA ARTERIA VERTEBRAL
S152;TRAUMATISMO DA VEIA JUGULAR EXTERNA
S153;TRAUMATISMO DA VEIA JUGULAR INTERNA
S157;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DO PESCOCO
S158;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO PESCOCO
S159;TRAUMATISMO DE VASOS SANGUINEOS NAO ESPECIFICADOS AO NIVEL DO PESCOCO
S16;TRAUMATISMO DE TENDOES E DE MUSCULOS DO PESCOCO
S170;LESAO POR ESMAGAMENTO DA LARINGE E DA TRAQUEIA
S178;LESAO POR ESMAGAMENTO DE OUTRAS PARTES DO PESCOCO
S179;LESAO POR ESMAGAMENTO DO PESCOCO, PARTE NAO ESPECIFICADA
S18;AMPUTACAO TRAUMATICA AO NIVEL DO PESCOCO
S197;TRAUMATISMOS MULTIPLOS DO PESCOCO
S198;OUTROS TRAUMATISMOS ESPECIFICADOS DO PESCOCO
S199;TRAUMATISMO NAO ESPECIFICADO DO PESCOCO
S200;CONTUSAO DA MAMA
S201;OUTROS TRAUMATISMOS SUPERFICIAIS DA MAMA E OS NAO ESPECIFICADOS
S202;CONTUSAO DO TORAX
S203;OUTROS TRAUMATISMOS SUPERFICIAIS DA PAREDE ANTERIOR DO TORAX
S204;OUTROS TRAUMATISMOS SUPERFICIAIS DA PAREDE POSTERIOR DO TORAX
S207;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO TORAX
S208;TRAUMATISMO SUPERFICIAL DE OUTRAS PARTES ESPECIFICADAS DO TORAX E DAS NAO ESPECIFICADAS
S210;FERIMENTO DA MAMA
S211;FERIMENTO DA PAREDE ANTERIOR DO TORAX
S212;FERIMENTO DA PAREDE POSTERIOR DO TORAX
S217;FERIMENTOS MULTIPLOS DA PAREDE TORACICA
S218;FERIMENTO DE OUTRAS PARTES DO TORAX
S219;FERIMENTO DO TORAX PARTE NAO ESPECIFICADA
S220;FRATURA DE VERTEBRA TORACICA
S221;FRATURAS MULTIPLAS DA COLUNA TORACICA
S222;FRATURA DO ESTERNO
S223;FRATURA DE COSTELA
S224;FRATURAS MULTIPLAS DE COSTELAS
S225;TORAX FUNDIDO (OSCILANTE)
S228;FRATURAS DE OUTRAS PARTES DOS OSSOS DO TORAX
S229;FRATURA DOS OSSOS DO TORAX, PARTE NAO ESPECIFICADA
S230;RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL TORACICO
S231;LUXACAO DE VERTEBRA TORACICA
S232;LUXACAO DE OUTRAS PARTES DO TORAX E DAS NAO ESPECIFICADAS
S233;ENTORSE E DISTENSAO DA COLUNA TORACICA
S234;ENTORSE E DISTENSAO DAS COSTELAS E DO ESTERNO
S235;ENTORSE E DISTENSAO DE OUTRAS PARTES DO TORAX E DE PARTES NAO ESPECIFICADAS
S240;CONCUSSAO E EDEMA DA MEDULA ESPINHAL TORACICA
S241;OUTROS TRAUMATISMOS DA MEDULA ESPINHAL TORACICA E OS NAO ESPECIFICADOS
S242;TRAUMATISMO DA RAIZ DE NERVO DA COLUNA TORACICA
S243;TRAUMATISMO DE NERVOS PERIFERICOS DO TORAX
S244;TRAUMATISMO DE NERVOS SIMPATICOS DO TORAX
S245;TRAUMATISMO DE OUTROS NERVOS DO TORAX
S246;TRAUMATISMO DE NERVO DO TORAX NAO ESPECIFICADO
S250;TRAUMATISMO DA AORTA TORACICA
S251;TRAUMATISMO DA ARTERIA SUBCLAVIA OU INOMINADA [BRAQUIOCEFALICA]
S252;TRAUMATISMO DA VEIA CAVA SUPERIOR
S253;TRAUMATISMO DA VEIA SUBCLAVIA OU INOMINADA [BRAQUIOCEFALICA]
S254;TRAUMATISMO DE VASOS SANGUINEOS PULMONARES
S255;TRAUMATISMO DE VASOS SANGUINEOS INTERCOSTAIS
S257;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS DO TORAX
S258;TRAUMATISMO DE OUTROS VASOS SANGUINEOS DO TORAX
S259;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO DO TORAX
S260;TRAUMATISMO DO CORACAO COM HEMOPERICARDIO
S268;OUTROS TRAUMATISMOS DO CORACAO
S269;TRAUMATISMO DO CORACAO NAO ESPECIFICADO
S270;PNEUMOTORAX TRAUMATICO
S271;HEMOTORAX TRAUMATICO
S272;HEMOPNEUMOTORAX TRAUMATICO
S273;OUTROS TRAUMATISMOS DO PULMAO
S274;TRAUMATISMO DOS BRONQUIOS
S275;TRAUMATISMO DA TRAQUEIA TORACICA
S276;TRAUMATISMO DA PLEURA
S277;TRAUMATISMOS MULTIPLOS DE ORGAOS INTRATORACICOS
S278;TRAUMATISMO DE OUTROS ORGAOS INTRATORACICOS ESPECIFICADOS
S279;TRAUMATISMO DE ORGAO INTRATORACICO NAO ESPECIFICADO
S280;ESMAGAMENTO DO TORAX
S281;AMPUTACAO TRAUMATICA DE PARTE DO TORAX
S290;TRAUMATISMO DE MUSCULO E DE TENDAO AO NIVEL TORACICO
S297;TRAUMATISMOS MULTIPLOS DO TORAX
S298;OUTROS TRAUMATISMOS ESPECIFICADOS DO TORAX
S299;TRAUMATISMO NAO ESPECIFICADO DO TORAX
S300;CONTUSAO DO DORSO E DA PELVE
S301;CONTUSAO DA PAREDE ABDOMINAL
S302;CONTUSAO DOS ORGAOS GENITAIS EXTERNOS
S307;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO ABDOME, DO DORSO E DA PELVE
S308;OUTROS TRAUMATISMOS SUPERFICIAIS DO ABDOME, DO DORSO E DA PELVE
S309;TRAUMATISMO SUPERFICIAL DE PARTE NAO ESPECIFICADA DO ABDOME, DO DORSO E DA PELVE
S310;FERIMENTO DO DORSO E DA PELVE
S311;FERIMENTO DA PAREDE ABDOMINAL
S312;FERIMENTO DO PENIS
S313;FERIMENTO DO ESCROTO E DO TESTICULO
S314;FERIMENTO DA VAGINA E DA VULVA
S315;FERIMENTO DE OUTROS ORGAOS GENITAIS EXTERNOS E OS NAO ESPECIFICADOS
S317;FERIMENTOS MULTIPLOS DO ABDOME, DO DORSO E DA PELVE
S318;FERIMENTO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DO ABDOME
S320;FRATURA DE VERTEBRA LOMBAR
S321;FRATURA DO SACRO
S322;FRATURA DO COCCIX
S323;FRATURA DO ILIO
S324;FRATURA DO ACETABULO
S325;FRATURA DO PUBIS
S327;FRATURAS MULTIPLAS DE COLUNA LOMBAR E DA PELVE
S328;FRATURA DE OUTRAS PARTES DA COLUNA LOMBOSSACRA E DA PELVE E DE PARTES NAO ESPECIFICADAS
S330;RUPTURA TRAUMATICA DO DISCO INTERVERTEBRAL LOMBAR
S331;LUXACAO DA VERTEBRA LOMBAR
S332;LUXACAO DAS ARTICULACOES SACROILIACA E SACROCOCCIGEA
S333;LUXACAO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DA COLUNA LOMBAR E DA PELVE
S334;RUPTURA TRAUMATICA DA SINFISE PUBICA
S335;ENTORSE E DISTENSAO DA COLUNA LOMBAR
S336;ENTORSE E DISTENSAO DA ARTICULACAO SACROILIACA
S337;ENTORSE E DISTENSAO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DA COLUNA LOMBAR E DA PELVE
S340;CONCUSSAO E EDEMA DA MEDULA LOMBAR
S341;OUTRO TRAUMATISMO DA MEDULA LOMBAR
S342;TRAUMATISMO DE RAIZ NERVOSA DA MEDULA LOMBAR E SACRA
S343;TRAUMATISMO DE CAUDA EQUINA
S344;TRAUMATISMO DO PLEXO LOMBOSSACRO
S345;TRAUMATISMO DE NERVOS SIMPATICOS LOMBARES, SACROS E PELVICOS
S346;TRAUMATISMO DO(S) NERVO(S) PERIFERICO(S) DO ABDOME, DO DORSO E DA PELVE
S348;TRAUMATISMO DE OUTROS NERVOS E DOS NAO ESPECIFICADOS AO NIVEL DO ABDOME, DO DORSO E DA PELVE
S350;TRAUMATISMO DA AORTA ABDOMINAL
S351;TRAUMATISMO DA VEIA CAVA INFERIOR
S352;TRAUMATISMO DA ARTERIA CELIACA OU MESENTERICA
S353;TRAUMATISMO DA VEIA PORTA OU ESPLENICA
S354;TRAUMATISMO DE VASO SANGUINEO RENAL
S355;TRAUMATISMO DE VASO SANGUINEO ILIACO
S357;TRAUMATISMO DE VASOS MULTIPLOS AO NIVEL DO ABDOME, DO DORSO E DA PELVE
S358;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO ABDOME, DO DORSO E DA PELVE
S359;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO AO NIVEL DO ABDOME, DO DORSO E DA PELVE
S360;TRAUMATISMO DO BACO
S361;TRAUMATISMO DO FIGADO OU DA VESICULA BILIAR
S362;TRAUMATISMO DO PANCREAS
S363;TRAUMATISMO DO ESTOMAGO
S364;TRAUMATISMO DO INTESTINO DELGADO
S365;TRAUMATISMO DO COLON
S366;TRAUMATISMO DO RETO
S367;TRAUMATISMO DE MULTIPLOS ORGAOS INTRA-ABDOMINAIS
S368;TRAUMATISMO DE OUTROS ORGAOS INTRA-ABDOMINAIS
S369;TRAUMATISMO DE ORGAO INTRA-ABDOMINAL NAO ESPECIFICADO
S370;TRAUMATISMO DO RIM
S371;TRAUMATISMO DO URETER
S372;TRAUMATISMO DA BEXIGA
S373;TRAUMATISMO DA URETRA
S374;TRAUMATISMO DO OVARIO
S375;TRAUMATISMO DA TROMPA DE FALOPIO
S376;TRAUMATISMO DO UTERO
S377;TRAUMATISMO DE MULTIPLOS ORGAOS PELVICOS
S378;TRAUMATISMO DE OUTROS ORGAOS PELVICOS
S379;TRAUMATISMO DE ORGAO PELVICO NAO ESPECIFICADO
S380;LESAO POR ESMAGAMENTO DOS ORGAOS GENITAIS EXTERNOS
S381;LESAO POR ESMAGAMENTO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DO ABDOME, DO DORSO E DA PELVE
S382;AMPUTACAO TRAUMATICA DE ORGAOS GENITAIS EXTERNOS
S383;AMPUTACAO TRAUMATICA DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DO ABDOME, DO DORSO E DA PELVE
S390;TRAUMATISMO DE MUSCULO E DE TENDAO DO ABDOME, DO DORSO E DA PELVE
S396;TRAUMATISMO DE ORGAO(S) INTRA-ABDOMINAL(IS) COM ORGAO(S) PELVICO(S)
S397;OUTROS TRAUMATISMOS MULTIPLOS DO ABDOME, DO DORSO E DA PELVE
S398;OUTROS TRAUMATISMOS ESPECIFICADOS DO ABDOME, DO DORSO E DA PELVE
S399;TRAUMATISMO NAO ESPECIFICADO DO ABDOME, DO DORSO E DA PELVE
S400;CONTUSAO DO OMBRO E DO BRACO
S407;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO OMBRO E DO BRACO
S408;OUTROS TRAUMATISMOS SUPERFICIAIS DO OMBRO E DO BRACO
S409;TRAUMATISMO SUPERFICIAL NAO ESPECIFICADO DO OMBRO E DO BRACO
S410;FERIMENTO DO OMBRO
S411;FERIMENTO DO BRACO
S417;FERIMENTOS MULTIPLOS DO OMBRO E DO BRACO
S418;FERIMENTO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DA CINTURA ESCAPULAR
S420;FRATURA DA CLAVICULA
S421;FRATURA DA OMOPLATA [ESCAPULA]
S422;FRATURA DA EXTREMIDADE SUPERIOR DO UMERO
S423;FRATURA DA DIAFISE DO UMERO
S424;FRATURA DA EXTREMIDADE INFERIOR DO UMERO
S427;FRATURAS MULTIPLAS DA CLAVICULA, DA OMOPLATA [ESCAPULA] E DO UMERO
S428;FRATURA DE OUTRAS PARTES DO OMBRO E DO BRACO
S429;FRATURA DA CINTURA ESCAPULAR, PARTE NAO ESPECIFICADA
S430;LUXACAO DA ARTICULACAO DO OMBRO
S431;LUXACAO DA ARTICULACAO ACROMIOCLAVICULAR
S432;LUXACAO DA ARTICULACAO ESTERNOCLAVICULAR
S433;LUXACAO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DA CINTURA ESCAPULAR
S434;ENTORSE E DISTENSAO DE ARTICULACAO DO OMBRO
S435;ENTORSE E DISTENSAO DA ARTICULACAO ACROMIOCLAVICULAR
S436;ENTORSE E DISTENSAO DA ARTICULACAO ESTERNOCLAVICULAR
S437;ENTORSE E DISTENSAO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DA CINTURA ESCAPULAR
S440;TRAUMATISMO DO NERVO CUBITAL [ULNAR] AO NIVEL DO BRACO
S441;TRAUMATISMO DO NERVO MEDIANO AO NIVEL DO BRACO
S442;TRAUMATISMO DO NERVO RADIAL AO NIVEL DO BRACO
S443;TRAUMATISMO DO NERVO AXILAR
S444;TRAUMATISMO DO NERVO MUSCULOCUTANEO
S445;TRAUMATISMO DO NERVO SENSITIVO CUTANEO AO NIVEL DO OMBRO E DO BRACO
S447;TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DO OMBRO E DO BRACO
S448;TRAUMATISMO DE OUTROS NERVOS AO NIVEL DO OMBRO E DO BRACO
S449;TRAUMATISMO DE NERVO NAO ESPECIFICADO AO NIVEL DO OMBRO E DO BRACO
S450;TRAUMATISMO DA ARTERIA AXILAR
S451;TRAUMATISMO DA ARTERIA BRAQUIAL
S452;TRAUMATISMO DA VEIA AXILAR OU BRAQUIAL
S453;TRAUMATISMO DE VEIA SUPERFICIAL AO NIVEL DO OMBRO E DO BRACO
S457;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DO OMBRO E DO BRACO
S458;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO OMBRO E DO BRACO
S459;TRAUMATISMO DE VASO SANGUINEO NAO ESPECIFICADO AO NIVEL DO OMBRO E DO BRACO
S460;TRAUMATISMO DO TENDAO DO MANGUITO ROTADOR DO OMBRO
S461;TRAUMATISMO DO MUSCULO E TENDAO DA CABECA LONGA DO BICEPS
S462;TRAUMATISMO DO MUSCULO E TENDAO DE OUTRAS PARTES DO BICEPS
S463;TRAUMATISMO DO MUSCULO E TENDAO DO TRICEPS
S467;TRAUMATISMO DE MULTIPLOS MUSCULOS E TENDOES AO NIVEL DO OMBRO E DO BRACO
S468;TRAUMATISMO DE OUTROS MUSCULOS E TENDOES AO NIVEL DO OMBRO E DO BRACO
S469;TRAUMATISMO DE MUSCULO E TENDAO NAO ESPECIFICADO AO NIVEL DO OMBRO E DO BRACO
S47;LESAO POR ESMAGAMENTO DO OMBRO E DO BRACO
S480;AMPUTACAO TRAUMATICA DA ARTICULACAO DO OMBRO
S481;AMPUTACAO TRAUMATICA DE LOCALIZACAO ENTRE O OMBRO E O COTOVELO
S489;AMPUTACAO TRAUMATICA DO OMBRO E DO BRACO, DE LOCALIZACAO NAO ESPECIFICADA
S497;TRAUMATISMOS MULTIPLOS DO OMBRO E DO BRACO
S498;OUTROS TRAUMATISMOS ESPECIFICADOS DO OMBRO E DO BRACO
S499;TRAUMATISMO NAO ESPECIFICADO DO OMBRO E DO BRACO
S500;CONTUSAO DO COTOVELO
S501;CONTUSAO DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DO ANTEBRACO
S507;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO ANTEBRACO
S508;OUTROS TRAUMATISMOS SUPERFICIAIS DO ANTEBRACO
S509;TRAUMATISMO SUPERFICIAL DO ANTEBRACO, NAO ESPECIFICADO
S510;FERIMENTO DO COTOVELO
S517;FERIMENTOS MULTIPLOS DO ANTEBRACO
S518;FERIMENTO DE OUTRAS PARTES DO ANTEBRACO
S519;FERIMENTO DO ANTEBRACO, PARTE NAO ESPECIFICADO
S520;FRATURA DA EXTREMIDADE SUPERIOR DO CUBITO [ULNA]
S521;FRATURA DA EXTREMIDADE SUPERIOR DO RADIO
S522;FRATURA DA DIAFISE DO CUBITO [ULNA]
S523;FRATURA DA DIAFISE DO RADIO
S524;FRATURA DAS DIAFISES DO RADIO E DO CUBITO [ULNA]
S525;FRATURA DA EXTREMIDADE DISTAL DO RADIO
S526;FRATURA DA EXTREMIDADE DISTAL DO RADIO E DO CUBITO [ULNA]
S527;FRATURAS MULTIPLAS DO ANTEBRACO
S528;FRATURA DE OUTRAS PARTES DO ANTEBRACO
S529;FRATURA DO ANTEBRACO, PARTE NAO ESPECIFICADA
S530;LUXACAO DA CABECA DO RADIO
S531;LUXACAO DO COTOVELO, NAO ESPECIFICADA
S532;RUPTURA TRAUMATICA DO LIGAMENTO COLATERAL DO RADIO
S533;RUPTURA TRAUMATICA DO LIGAMENTO COLATERAL DO CUBITO [ULNA]
S534;ENTORSE E DISTENSAO DO COTOVELO
S540;TRAUMATISMO DO NERVO CUBITAL [ULNAR] AO NIVEL DO ANTEBRACO
S541;TRAUMATISMO DO NERVO MEDIANO AO NIVEL DO ANTEBRACO
S542;TRAUMATISMO DO NERVO RADIAL AO NIVEL DO ANTEBRACO
S543;TRAUMATISMO DO NERVO CUTANEO SENSITIVO AO NIVEL DO ANTEBRACO
S547;TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DO ANTEBRACO
S548;TRAUMATISMO DE OUTROS NERVOS AO NIVEL DO ANTEBRACO
S549;TRAUMATISMO DE NERVO NAO ESPECIFICADO AO NIVEL DO ANTEBRACO
S550;TRAUMATISMO DA ARTERIA CUBITAL [ULNAR] AO NIVEL DO ANTEBRACO
S551;TRAUMATISMO DA ARTERIA RADIAL AO NIVEL DO ANTEBRACO
S552;TRAUMATISMO DE VEIA AO NIVEL DO ANTEBRACO
S557;TRAUMATISMO DE MULTIPLOS VASOS SANGUINEOS AO NIVEL DO ANTEBRACO
S558;TRAUMATISMO DE OUTROS VASOS SANGUINEOS AO NIVEL DO ANTEBRACO
S559;TRAUMATISMO DE VASOS SANGUINEOS NAO ESPECIFICADOS AO NIVEL DO ANTEBRACO
S560;TRAUMATISMO DO MUSCULO FLEXOR E TENDAO DO POLEGAR AO NIVEL DO ANTEBRACO
S561;TRAUMATISMO DO MUSCULO FLEXOR E TENDAO DE OUTRO(S) DEDO(S) AO NIVEL DO ANTEBRACO
S562;TRAUMATISMO DE OUTRO MUSCULO FLEXOR E TENDAO AO NIVEL DO ANTEBRACO
S563;TRAUMATISMO DOS MUSCULOS EXTENSOR OU ABDUTOR E TENDOES DO POLEGAR AO NIVEL DO ANTEBRACO
S564;TRAUMATISMO DO MUSCULO EXTENSOR E TENDAO DE OUTRO(S) DEDO(S) AO NIVEL DO ANTEBRACO
S565;TRAUMATISMO DE OUTROS MUSCULOS EXTENSORES E TENDOES AO NIVEL DO ANTEBRACO
S567;TRAUMATISMO DE MUSCULOS E TENDOES MULTIPLOS AO NIVEL DO ANTEBRACO
S568;TRAUMATISMO DE OUTROS MUSCULOS E TENDOES E DOS NAO ESPECIFICADOS AO NIVEL DO ANTEBRACO
S570;LESAO POR ESMAGAMENTO DO COTOVELO
S578;LESAO POR ESMAGAMENTO DE OUTRAS PARTES DO ANTEBRACO
S579;LESAO POR ESMAGAMENTO DE PARTE NAO ESPECIFICADA DO ANTEBRACO
S580;AMPUTACAO TRAUMATICA AO NIVEL DO COTOVELO
S581;AMPUTACAO TRAUMATICA DO ANTEBRACO ENTRE O COTOVELO E O PUNHO
S589;AMPUTACAO TRAUMATICA DO ANTEBRACO, NIVEL NAO ESPECIFICADO
S597;TRAUMATISMOS MULTIPLOS DO COTOVELO
S598;OUTROS TRAUMATISMOS ESPECIFICADOS DO ANTEBRACO
S599;TRAUMATISMO NAO ESPECIFICADO DO ANTEBRACO
S600;CONTUSAO DE DEDO(S) SEM LESAO DA UNHA
S601;CONTUSAO DE DEDO(S) COM LESAO DA UNHA
S602;CONTUSAO DE OUTRAS PARTES DO PUNHO E DA MAO
S607;TRAUMATISMOS SUPERFICIAIS MULTIPLOS DO PUNHO E DA MAO
S608;OUTROS TRAUMATISMOS SUPERFICIAIS DO PUNHO E DA MAO
S609;TRAUMATISMO SUPERFICIAL NAO ESPECIFICADO DO PUNHO E DA MAO
S610;FERIMENTO DE DEDO(S) SEM LESAO DA UNHA
S611;FERIMENTO DE DEDO(S) COM LESAO DA UNHA
S617;FERIMENTOS MULTIPLOS DO PUNHO E DA MAO
S618;FERIMENTO DE OUTRAS PARTES DO PUNHO E DA MAO
S619;FERIMENTO DO PUNHO E DA MAO, PARTE NAO ESPECIFICADA
S620;FRATURA DO OSSO NAVICULAR [ESCAFOIDE] DA MAO
S621;FRATURA DE OUTRO(S) OSSO(S) DO CARPO
S622;FRATURA DO PRIMEIRO METACARPIANO
S623;FRATURA DE OUTROS OSSOS DO METACARPO
S624;FRATURAS MULTIPLAS DE OSSOS METACARPIANOS
S625;FRATURA DO POLEGAR
S626;FRATURA DE OUTROS DEDOS
S627;FRATURAS MULTIPLAS DE DEDO(S)
S628;FRATURA DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DO PUNHO E DA MAO
S630;LUXACAO DO PUNHO
S631;LUXACAO DO DEDO
S632;LUXACOES MULTIPLAS DOS DEDOS
S633;RUPTURA TRAUMATICA DE LIGAMENTO(S) DO PUNHO E DO CARPO
S634;RUPTURA TRAUMATICA DO LIGAMENTO DO DEDO NAS ARTICULACOES METACARPOFALANGIANAS E INTERFALANGIANAS
S635;ENTORSE E DISTENSAO DO PUNHO
S636;ENTORSE E DISTENSAO DO(S) DEDO(S)
S637;ENTORSE E DISTENSAO DE OUTRAS PARTES E DAS NAO ESPECIFICADAS DA MAO
S640;TRAUMATISMO DO NERVO CUBITAL [ULNAR] AO NIVEL DO PUNHO E DA MAO
S641;TRAUMATISMO DO NERVO MEDIANO AO NIVEL DO PUNHO E DA MAO
S642;TRAUMATISMO DO NERVO RADIAL AO NIVEL DO PUNHO E DA MAO
S643;TRAUMATISMO DO NERVO DIGITAL DO POLEGAR
S644;TRAUMATISMO DO NERVO DIGITAL DE OUTRO DEDO
S647;TRAUMATISMO DE MULTIPLOS NERVOS AO NIVEL DE PUNHO E DA MAO
S648;TRAUMATISMO DE OUTROS NERVOS AO NIVEL DO PUNHO E DA MAO
S649;TRAUMATISMO DE NERVO NAO ESPECIFICADO AO NIVEL DO PUNHO E DA MAO
S650;TRAUMATISMO DA ARTERIA CUBITAL [ULNAR] AO NIVEL DO PUNHO E DA MAO
S651;TRAUMATISMO DA ARTERIA RADIAL AO NIVEL DO PUNHO E DA MAO
S652;TRAUMATISMO DO ARCO PALMAR SUPERFICIAL
