codigo;nome
0407010017;DEGASTROGASTRECTOMIA C/ OU S/ VAGOTOMIA
0407010025;DILATACAO ESOFAGICA / PILORICA
0407010033;ESOFAGECTOMIA DISTAL C/ TORACOTOMIA
0407010041;ESOFAGECTOMIA DISTAL S/ TORACOTOMIA
0407010050;ESOFAGECTOMIA VIDEOLAPAROSCOPICA
0407010068;ESOFAGO-COLONPLASTIA
0407010076;ESOFAGOGASTRECTOMIA
0407010084;ESOFAGOPLASTIA / GASTROPLASTIA
0407010092;ESOFAGORRAFIA CERVICAL
0407010106;ESOFAGORRAFIA TORACICA
0407010114;ESOFAGOSTOMIA
0407010122;GASTRECTOMIA C/ OU S/ DESVIO DUODENAL
0407010130;GASTRECTOMIA PARCIAL C/ OU S/ VAGOTOMIA
0407010149;GASTRECTOMIA TOTAL
0407010157;GASTRECTOMIA VIDEOLAPAROSCOPICA
0407010165;GASTROENTEROANASTOMOSE
0407010173;GASTROPLASTIA C/ DERIVACAO INTESTINAL
0407010181;GASTROPLASTIA VERTICAL COM BANDA
0407010190;GASTRORRAFIA
0407010203;GASTRORRAFIA VIDEOLAPAROSCOPICA
0407010211;GASTROSTOMIA
0407010220;GASTROSTOMIA VIDEOLAPAROSCOPICA
0407010238;PILOROPLASTIA
0407010246;RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA
0407010254;RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA
0407010262;TAMPONAMENTO DE LESOES HEMORRAGICAS DO APARELHO DIGESTIVO
0407010270;TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA)
0407010289;TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO
0407010297;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO
0407010300;TRATAMENTO CIRURGICO DE VARIZES ESOFAGICAS
0407010319;TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO
0407010327;TRATAMENTO ESCLEROSANTE DE LESOES NAO HEMORRAGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELASTICA
0407010335;TRATAMETO CIRURGICO DE MEGAESOFAGO SEM RESSECCAO / CONSERVADOR
0407010343;VAGOTOMIA C/ OPERACAO DE DRENAGEM
0407010351;VAGOTOMIA SUPERSELETIVA / GASTRICA PROXIMAL
0407010360;GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)
0407010378;TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIATRICA
0407010386;CIRURGIA BARIATRICA POR VIDEOLAPAROSCOPIA
0407020012;AMPUTACAO COMPLETA ABDOMINO-PERINEAL DO RETO
0407020020;AMPUTACAO POR PROCIDENCIA DE RETO
0407020039;APENDICECTOMIA
0407020047;APENDICECTOMIA VIDEOLAPAROSCOPICA
0407020055;CERCLAGEM DE ANUS
0407020063;COLECTOMIA PARCIAL (HEMICOLECTOMIA)
0407020071;COLECTOMIA TOTAL
0407020080;COLECTOMIA VIDEOLAPAROSCOPICA
0407020098;COLORRAFIA POR VIA ABDOMINAL
0407020101;COLOSTOMIA
0407020110;CRIPTECTOMIA UNICA / MULTIPLA
0407020128;DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO
0407020136;DRENAGEM DE ABSCESSO ANU-RETAL
0407020144;DRENAGEM DE ABSCESSO ISQUIORRETAL
0407020152;DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL
0407020160;ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS
0407020179;ENTERECTOMIA
0407020187;ENTEROANASTOMOSE (QUALQUER SEGMENTO)
0407020195;ENTEROPEXIA (QUALQUER SEGMENTO)
0407020209;ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO)
0407020217;ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL
0407020225;EXCISAO DE LESAO / TUMOR ANU-RETAL
0407020233;EXCISAO DE LESAO INTESTINAL / MESENTERICA LOCALIZADA
0407020241;FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
0407020250;FECHAMENTO DE FISTULA DE COLON
0407020268;FECHAMENTO DE FISTULA DE RETO
0407020276;FISTULECTOMIA / FISTULOTOMIA ANAL
0407020284;HEMORROIDECTOMIA
0407020292;HERNIORRAFIA C/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA)
0407020306;JEJUNOSTOMIA / ILEOSTOMIA
0407020314;LIGADURA ELASTICA DE HEMORROIDAS (SESSAO)
0407020322;PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
0407020330;PROCTOCOLECTOMIA TOTAL C/ RESERVATORIO ILEAL
0407020349;PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO
0407020357;PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL
0407020365;REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA
0407020373;REDUCAO MANUAL DE PROCIDENCIA DE RETO
0407020381;REMOCAO CIRURGICA DE FECALOMA
0407020390;RETIRADA DE CORPO ESTRANHO / POLIPOS DO RETO / COLO SIGMOIDE
0407020403;RETOSSIGMOIDECTOMIA ABDOMINAL
0407020411;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL
0407020420;TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
0407020438;TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL)
0407020446;TRATAMENTO CIRURGICO DE ILEO MECONIAL
0407020454;TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS
0407020462;TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL
0407020470;TRATAMENTO CIRURGICO DE PROLAPSO ANAL
0407020489;TRATAMENTO CIRURGICO DE PRURIDO ANAL
0407020497;TRATAMENTO ESCLEROSANTE DE HEMORROIDAS (POR SESSAO)
0407030018;ANASTOMOSE BILEO-DIGESTIVA
0407030026;COLECISTECTOMIA
0407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA
0407030042;COLECISTOSTOMIA
0407030050;COLEDOCOPLASTIA
0407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA
0407030077;COLEDOCOTOMIA VIDEOLAPAROSCOPICA
0407030085;COLOCACAO DE PROTESE BILIAR
0407030093;DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES
0407030107;DRENAGEM BILIAR PERCUTANEA EXTERNA
0407030115;DRENAGEM BILIAR PERCUTANEA INTERNA
0407030123;ESPLENECTOMIA
0407030131;HEPATECTOMIA PARCIAL
0407030140;HEPATORRAFIA
0407030158;HEPATORRAFIA COMPLEXA C/ LESAO DE ESTRUTURAS VASCULARES BILIARES
0407030166;HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
0407030174;MARSUPIALIZACAO DE ABSCESSO / CISTO
0407030182;PANCREATECTOMIA PARCIAL
0407030190;PANCREATECTOMIA VIDEOLAPAROSCOPICA
0407030204;PANCREATO-DUODENECTOMIA
0407030212;PANCREATO-ENTEROSTOMIA
0407030220;PANCREATOTOMIA P/ DRENAGEM
0407030239;RETIRADA PERCUTANEA DE CALCULOS BILIARES
0407030247;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS
0407030255;COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA TERAPEUTICA
0407040013;DRENAGEM DE ABSCESSO PELVICO
0407040021;DRENAGEM DE ABSCESSO SUBFRENICO
0407040030;DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL
0407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL)
0407040056;HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA)
0407040064;HERNIOPLASTIA EPIGASTRICA
0407040072;HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA
0407040080;HERNIOPLASTIA INCISIONAL
0407040099;HERNIOPLASTIA INGUINAL (BILATERAL)
0407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)
0407040110;HERNIOPLASTIA RECIDIVANTE
0407040129;HERNIOPLASTIA UMBILICAL
0407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA
0407040145;HERNIORRAFIA S/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA )
0407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA
0407040161;LAPAROTOMIA EXPLORADORA
0407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA
0407040188;LIBERACAO DE ADERENCIAS INTESTINAIS
0407040196;PARACENTESE ABDOMINAL
0407040200;PERITONIOSTOMIA C/ TELA INORGANICA
0407040218;PNEUMOPERITONIO (POR SESSAO)
0407040226;REPARACAO DE OUTRAS HERNIAS
0407040234;RESSECCAO DO EPIPLOM
0407040242;RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)
0407040250;TRATAMENTO CIRURGICO DE PERITONITE
0407040269;VAGOTOMIA VIDEOLAPAROSCOPICA
0408010010;ARTRODESE DE GRANDES ARTICULACOES ESCAPULO-TORACICAS
0408010029;ARTRODESE DE GRANDES ARTICULACOES ESCAPULO-UMERAIS
0408010037;ARTROPLASTIA ESCAPULO-UMERAL (NAO CONVENCIONAL)
0408010045;ARTROPLASTIA ESCAPULO-UMERAL PARCIAL
0408010053;ARTROPLASTIA ESCAPULO-UMERAL TOTAL
0408010061;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISAO / RECONSTRUCAO
0408010070;DESARTICULACAO DA ARTICULACAO ESCAPULO-UMERAL
0408010088;DESARTICULACAO INTERESCAPULO-TORACICA
0408010096;ESCAPULOPEXIA C/ OU S/ OSTEOTOMIA DA ESCAPULA / RESSECCAO BARRA OMO-CERVICAL
0408010100;OSTECTOMIA DA CLAVICULA OU DA ESCAPULA
0408010118;OSTEOTOMIA DA CLAVICULA OU DA ESCAPULA
0408010126;REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR
0408010134;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO ESCAPULO-UMERAL
0408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
0408010150;TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA
0408010169;TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA
0408010177;TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA
0408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR
0408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA
0408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR
0408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL
0408010223;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA
0408010231;TRATAMENTO CIRURGICO DA SINDROME DO IMPACTO SUB-ACROMIAL
0408020016;AMPUTACAO / DESARTICULACAO DE MAO E PUNHO
0408020024;AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES
0408020032;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO SUPERIOR
0408020040;ARTROPLASTIA DE ARTICULACAO DA MAO
0408020059;ARTROPLASTIA DE CABECA DO RADIO
0408020067;ARTROPLASTIA DE PUNHO
0408020075;ARTROPLASTIA TOTAL DE COTOVELO
0408020083;ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO)
0408020091;RESSECCAO DO OLECRANO E/OU CABECA DO RADIO
0408020105;FASCIOTOMIA DE MEMBROS SUPERIORES
0408020113;INSTALACAO DE TRACAO ESQUELETICA DO MEMBRO SUPERIOR
0408020121;REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MAO
0408020130;RECONSTRUCAO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO
0408020148;RECONSTRUCAO DE POLIA TENDINOSA DOS DEDOS DA MAO
0408020156;REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DE COTOVELO
0408020164;REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DO EXTREMO PROXIMAL DO UMERO
0408020172;REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA NO PUNHO
0408020180;REDUCAO INCRUENTA DE FRATURA / LUXACAO DE MONTEGGIA OU DE GALEAZZI
0408020199;REDUCAO INCRUENTA DE FRATURA DA DIAFISE DO UMERO
0408020202;REDUCAO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRACO
0408020210;REDUCAO INCRUENTA DE FRATURA DOS METACARPIANOS
0408020229;REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO COTOVELO
0408020245;REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO NO PUNHO
0408020253;REIMPLANTE DO OMBRO ATE O TERCO MEDIO DO ANTEBRACO
0408020261;REIMPLANTE DO TERCO DISTAL DO ANTEBRACO ATE OS METACARPIANOS
0408020270;REIMPLANTE OU REVASCULARIZACAO AO NIVEL DA MAO E OUTROS DEDOS (EXCETO POLEGAR)
0408020288;REIMPLANTE OU REVASCULARIZACAO DO POLEGAR
0408020296;REVISAO CIRUGICA DE COTO DE AMPUTACAO DO MEMBRO SUPERIOR (EXCETO MAO)
0408020300;TENOSINOVECTOMIA EM MEMBRO SUPERIOR
0408020318;TRANSPOSICAO DA ULNA PARA O RADIO
0408020326;TRATAMENTO CIRURGICO DE DEDO EM GATILHO
0408020334;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO
0408020342;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO)
0408020350;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE EPI~CONDILO / EPITROCLEA DO UMERO
0408020369;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA / CABECA DO RADIO
0408020377;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS
0408020385;TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO
0408020393;TRATAMENTO CIRUGICO DE FRATURA DA DIAFISE DO UMERO
0408020407;TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO
0408020415;TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO
0408020423;TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRACO (C/ SINTESE)
0408020431;TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA
0408020440;TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DOS OSSOS DO ANTEBRACO
0408020458;TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI
0408020466;TRATAMENTO CIRURGICO DE FRATURAS DOS OSSOS DO CARPO
0408020474;TRATAMENTO CIRURGICO DE GIGANTISMO DA MAO
0408020482;TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO
0408020490;TRATAMENTO CIRURGICO DE LESAO DA MUSCULATURA INTRINSECA DA MAO
0408020504;TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR
0408020512;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO CARPO-METACARPIANA
0408020520;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO DOS OSSOS DO CARPO
0408020539;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METACARPO-FALANGIANA
0408020547;TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXACAO DO COTOVELO
0408020555;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA MAO
0408020563;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO ANTEBRACO
0408020571;TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO UMERO
0408020580;TRATAMENTO CIRURGICO DE PSEUDARTROSE AO NIVEL DO COTOVELO
0408020598;TRATAMENTO CIRURGICO DE PSEUDARTROSE NA REGIAO METAFISE-EPIFISARIA DISTAL DO RADIO E ULNA
0408020601;TRATAMENTO CIRURGICO DE PSEUDO-RETARDO / CONSOLIDACAO / PERDA OSSEA AO IIVEL DO CARPO
0408020610;TRATAMENTO CIRURGICO DE ROTURA / DESINSERCAO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MAO
0408020628;TRATAMENTO CIRURGICO DE SINDACTILIA DA MAO (POR ESPACO INTERDIGITAL)
0408020636;TRATAMENTO CIRURGICO DE SINOSTOSE RADIO ULNAR
0408020644;TRATAMENTO CIRURGICO P/ CENTRALIZACAO DO PUNHO
0408030011;ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR CINCO NIVEIS
0408030020;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR UM NIVEL
0408030038;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR DOIS NIVEIS
0408030046;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR SEIS NIVEIS
0408030054;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS
0408030062;ARTRODESE CERVICAL ANTERIOR TRES NIVEIS
0408030070;ARTRODESE CERVICAL ANTERIOR DOIS NIVEIS
0408030089;ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
0408030097;ARTRODESE CERVICAL ANTERIOR CINCO NIVEIS
0408030100;ARTRODESE CERVICAL ANTERIOR QUATRO NIVEIS
0408030119;ARTRODESE CERVICAL ANTERIOR UM NIVEL
0408030127;ARTRODESE CERVICAL POSTERIOR C1-C2
0408030135;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NIVEL
0408030143;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NIVEIS
0408030151;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NIVEIS
0408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NIVEIS
0408030178;ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR
0408030186;ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR
0408030194;ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR
0408030208;ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR
0408030216;ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR
0408030224;ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR
0408030232;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NIVEL
0408030240;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS
0408030259;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,
0408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NIVEL
0408030275;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRES NIVEIS
0408030283;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NIVEIS
0408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NIVEIS,
0408030305;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS,
0408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS,
0408030321;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,
0408030330;COSTO-TRANSVERSECTOMIA
0408030348;COSTOPLASTIA (3 OU MAIS COSTELAS)
0408030356;DESCOMPRESSAO DA JUNCAO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA
0408030364;DESCOMPRESSAO OSSEA NA JUNCAO CRANIO-CERVICAL VIA POSTERIOR
0408030372;DESCOMPRESSAO OSSEA NA JUNCAO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA
0408030380;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO)
0408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)
0408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS)
0408030410;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO)
0408030429;DISCECTOMIA CERVICAL ANTERIOR (ATE 2 NIVEIS C/ MICROSCOPIO)
0408030437;DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NIVEL)
0408030445;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NIVEIS)
0408030453;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NIVEIS)
0408030461;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NIVEL)
0408030470;DRENAGEM CIRURGICA DO ILIOPSOAS
0408030488;INSTALACAO DE TRACAO CRANIANA
0408030500;RESSECCAO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS
0408030518;RESSECCAO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS
0408030526;RESSECAO DE COCCIX
0408030534;RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
0408030542;RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)
0408030550;RESSECCAO DE UM CORPO VERTEBRAL CERVICAL
0408030569;RESSECCAO DE UM CORPO VERTEBRAL TORACO-LOMBO-SACRO
0408030577;RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA ANTERIOR
0408030585;RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA POSTERIOR
0408030593;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA ANTERIOR
0408030607;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA POSTERIOR
0408030615;REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTOSE DA COLUNA TORACO-LOMBO-SACRA ANTERIOR
0408030623;REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTROSE DA COLUNA CERVICAL POSTERIOR
0408030631;REVISAO DE ARTRODESE / TRATAMENTO CIRURGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR
0408030640;REVISAO DE ARTRODESE TRATAMENTO CIRURGICO DE PSEUDOARTORSE DA COLUNA CERVICAL ANTERIOR
0408030658;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NIVEIS
0408030666;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NIVEIS
0408030674;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NIVEIS
0408030682;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NIVEIS
0408030690;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATE OITO NIVEIS
0408030704;VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NIVEL
0408030712;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NIVEIS
0408030720;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NIVEIS
0408030739;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS
0408030747;TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE)
0408030755;TRATAMENTO CIRURGICO DE TORCICOLO CONGENITO
0408030763;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS
0408030771;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO
0408030780;VERTEBROPLASTIA POR DISPOSITIVO GUIADO DOIS NIVEIS
0408030798;VERTEBROPLASTIA POR DISPOSITIVO GUIADO TRES NIVEIS
0408030801;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS
0408030810;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS
0408030828;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NIVEIS
0408030836;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NIVEIS
0408030844;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRES NIVEIS
0408030852;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NIVEIS
0408030860;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NIVEIS
0408030879;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRES NIVEIS
0408030887;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NIVEIS
0408030895;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS
0408030909;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NIVEIS
0408030917;ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR QUATRO NIVEIS
0408040017;ARTRODESE COXOFEMORAL
0408040025;ARTRODESE DA SINFISE PUBICA
0408040033;ARTRODESE DE ARTICULACOES SACROILIACAS
0408040041;ARTROPLASTIA DE QUADRIL (NAO CONVENCIONAL)
0408040050;ARTROPLASTIA PARCIAL DE QUADRIL
0408040068;ARTROPLASTIA TOTAL DE CONVERSAO DO QUADRIL
0408040076;ARTROPLASTIA DE REVISAO OU RECONSTRUCAO DO QUADRIL
0408040084;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA
0408040092;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA
0408040106;DESARTICULACAO COXOFEMORAL
0408040114;DESARTICULACAO INTERILIO-ABDOMINAL
0408040122;EPIFISIODESE DO TROCANTER MAIOR DO FEMUR
0408040130;EPIFISIODESE FEMORAL PROXIMAL IN SITU
